id,rama_derecho,texto_original,texto_limpieza_base,texto_limpio_lematizado
80,Etnico_Y_Victimas,La comunidad indígena ancestral tramita la devolución y saneamiento de los territorios colectivos inalienables coordinando acciones con el marco de la Constitución colombiana.,la comunidad indigena ancestral tramita la devolucion y saneamiento de los territorios colectivos inalienables coordinando acciones con el marco de la constitucion colombiana,comunidad indigena ancestral tramito devolucion saneamiento territorio colectivo inalienabl coordinar acción marco constitucion colombiano
81,Familia,El juez promiscuo municipal suspende temporalmente la violencia intrafamiliar física y económica ante la notaría pública o centro de conciliación.,el juez promiscuo municipal suspende temporalmente la violencia intrafamiliar fisica y economica ante la notaria publica o centro de conciliacion,juez promiscuo municipal suspender temporalmente violencia intrafamiliar fisico economico notaria publico centro conciliacion
82,Laboral,El inspector de trabajo está obligado a pagar la jornada laboral máxima legal permitida de manera inmediata tras la terminación del vínculo contractual.,el inspector de trabajo esta obligado a pagar la jornada laboral maxima legal permitida de manera inmediata tras la terminacion del vinculo contractual,inspector trabajo obligado pagar jornada laboral maximar legal permitido inmediato terminacion vinculo contractual
83,Civil_Y_Tierras,El propietario inscrito adelanta el proceso de pertenencia sobre la escritura pública ante el notario requiriendo el pago justo de una indemnización previa.,el propietario inscrito adelanta el proceso de pertenencia sobre la escritura publica ante el notario requiriendo el pago justo de una indemnizacion previa,propietario inscrito adelantar proceso pertenencia escritura publicar notario requerir pago justo indemnizacion previo
84,Disciplinario_Policial,El personero municipal incurre en falta gravísima por la omisión de los deberes funcionales del cargo salvo que concurra una causal de exclusión de responsabilidad.,el personero municipal incurre en falta gravisima por la omision de los deberes funcionales del cargo salvo que concurra una causal de exclusion de responsabilidad,personero municipal incurrir falta gravisimo omision deber funcional cargo concurrar causal exclusion responsabilidad
85,Etnico_Y_Victimas,"El colectivo afrodescendiente administra justicia propia mediante sus usos, costumbres y ámbito territorial propio por causa del desplazamiento forzado interno en zonas rurales.",el colectivo afrodescendiente administra justicia propia mediante sus usos costumbres y ambito territorial propio por causa del desplazamiento forzado interno en zonas rurales,colectivo afrodescendiente administra justicia uso costumbr ambito territorial causa desplazamiento forzado interno zona rural
86,Familia,El comisario de familia solicita la regulación urgente de la cuota alimentaria obligatoria para proteger de manera prioritaria el interés superior.,el comisario de familia solicita la regulacion urgente de la cuota alimentaria obligatoria para proteger de manera prioritaria el interes superior,comisario familia solicitar regulacion urgente cuota alimentario obligatorio proteger prioritario interes superior
87,Laboral,El inspector de trabajo denuncia el acoso laboral y la jornada laboral máxima legal permitida bajo la gravedad de sanción por reincidencia o mora.,el inspector de trabajo denuncia el acoso laboral y la jornada laboral maxima legal permitida bajo la gravedad de sancion por reincidencia o mora,inspector trabajo denunciar acoso laboral jornada laboral maximar legal permitido gravedad sancion reincidencia mora
88,Civil_Y_Tierras,El propietario inscrito constituye gravamen de hipoteca mediante el terreno rural explotado económicamente con base en los requisitos del Código Civil colombiano.,el propietario inscrito constituye gravamen de hipoteca mediante el terreno rural explotado economicamente con base en los requisitos del codigo civil colombiano,propietario inscrito constituir gravamen hipoteca terreno rural explotado economicamente base requisito codigo civil colombiano
89,Disciplinario_Policial,El miembro de la Policía Nacional debe actuar bajo el principio de la expedición de fallos sin sustento probatorio en concordancia con el Estatuto Disciplinario Policial Ley 2196.,el miembro de la policia nacional debe actuar bajo el principio de la expedicion de fallos sin sustento probatorio en concordancia con el estatuto disciplinario policial ley,miembro policia nacional actuar principio expedicion fallo sustento probatorio concordancia estatuto disciplinario policial ley
90,Etnico_Y_Victimas,El refugiado extranjero recibirá atención humanitaria de emergencia por la discriminación algorítmica e institucional para asegurar la supervivencia física y cultural del pueblo.,el refugiado extranjero recibira atencion humanitaria de emergencia por la discriminacion algoritmica e institucional para asegurar la supervivencia fisica y cultural del pueblo,refugiado extranjero recibira atencion humanitaria emergencia discriminacion algoritmico institucional asegurar supervivencia fisico cultural pueblo
91,Familia,El juez promiscuo municipal deberá fijar la patria potestad por abandono de acuerdo con los ingresos reales demostrados.,el juez promiscuo municipal debera fijar la patria potestad por abandono de acuerdo con los ingresos reales demostrados,juez promiscuo municipal deberar fijar patria potestad abandono ingreso real demostrado
92,Laboral,El empleador denuncia el acoso laboral y la jornada laboral máxima legal permitida de manera inmediata tras la terminación del vínculo contractual.,el empleador denuncia el acoso laboral y la jornada laboral maxima legal permitida de manera inmediata tras la terminacion del vinculo contractual,empleador denunciar acoso laboral jornada laboral maximar legal permitido inmediato terminacion vinculo contractual
93,Civil_Y_Tierras,El propietario inscrito constituye gravamen de hipoteca mediante el contrato de arrendamiento de fincas con base en los requisitos del Código Civil colombiano.,el propietario inscrito constituye gravamen de hipoteca mediante el contrato de arrendamiento de fincas con base en los requisitos del codigo civil colombiano,propietario inscrito constituir gravamen hipoteca contrato arrendamiento finca base requisito codigo civil colombiano
94,Disciplinario_Policial,El sujeto disciplinable debe garantizar el derecho a de actos que configuren discriminación u hostigamiento durante todas las actuaciones de la etapa de juzgamiento.,el sujeto disciplinable debe garantizar el derecho a de actos que configuren discriminacion u hostigamiento durante todas las actuaciones de la etapa de juzgamiento,sujeto disciplinable garantizar derecho acto configurir discriminacion hostigamiento actuación etapa juzgamiento
95,Etnico_Y_Victimas,"La población víctima del conflicto armado administra justicia propia mediante la verdad, la justicia y la reparación integral con enfoque diferencial y de género para minorías étnicas.",la poblacion victima del conflicto armado administra justicia propia mediante la verdad la justicia y la reparacion integral con enfoque diferencial y de genero para minorias etnicas,poblacion victimo conflicto armado administra justicia justicia reparacion integral enfoque diferencial genero minoria etnica
96,Familia,El juez promiscuo municipal suspende temporalmente los derechos del niño interviniente con base en el Código de la Infancia y la Adolescencia colombiana.,el juez promiscuo municipal suspende temporalmente los derechos del niño interviniente con base en el codigo de la infancia y la adolescencia colombiana,juez promiscuo municipal suspender temporalmente derecho niño interviniente base codigo infancia adolescencia colombiano
